id,group,self_1_km,self_1_ku,norm_kl,WTAW_Standard,other_pref,condition1,centred_self_1_km
101,1,-3.2309156194144624,1.4322795958829484,1.4102620512038007,119,p,1:p,1.7455943347770253
102,1,-4.703907818194412,1.3679058990958266,0.1976259583703992,127,p,1:p,0.27260213599707583
103,1,-8.115129207166166,1.4150242180565564,NA,117,p,1:p,-3.138619252974679
104,1,-4.876178804069776,1.0286009444081896,-0.04850160992725895,110,p,1:p,0.10033115012171123
105,1,-4.23312678529372,1.6994473481415735,0.3480526967347316,115,p,1:p,0.7433831688977675
106,1,-7.584722940673151,1.8477423955558376,0.6260393327321389,113,p,1:p,-2.6082129864816634
107,1,-4.4681528477625605,0.8541457166754172,1.6915378330473663,103,p,1:p,0.5083571064289272
108,1,-4.140872077757271,0.928461450053481,-0.6229671270934778,115,p,1:p,0.8356378764342169
109,1,-9.868682621521657,2.9762288928440683,NA,108,p,1:p,-4.892172667330169
112,1,-2.9610030935060005,1.168504496904912,0.1854531296117716,129,p,1:p,2.015506860685487
113,1,-3.577901039199319,0.6499107428035121,1.0161358233749627,119,p,1:p,1.3986089149921686
114,1,-5.990265151094235,1.739931625647437,0.3789455550702309,111,p,1:p,-1.0137551969027472
115,1,-3.444019910926108,1.1164464394062121,0.34608361778410546,117,p,1:p,1.5324900432653799
116,1,-8.535370213511937,1.2611470119135568,NA,129,p,1:p,-3.5588602593204497
117,1,-2.527889760350102,0.8348473837230045,0.4898163882229629,99,p,1:p,2.4486201938413856
119,1,-2.9291673249204906,1.6995043919256576,0.4575401005509857,101,p,1:p,2.047342629270997
120,1,-7.164135740699879,2.453226493091423,0.37809123473029876,129,p,1:p,-2.1876257865083915
121,1,-4.39497769540722,1.3124146217077528,0.8296144510016827,106,p,1:p,0.581532258784268
122,1,-4.364552539151865,2.0806587549765236,0.010356197201928014,117,p,1:p,0.6119574150396225
123,1,-4.949771167963813,1.6912951347942433,0.604893279799482,122,p,1:p,0.026738786227674893
124,1,-2.201627454883645,1.018684543984782,0.3943880956960673,104,p,1:p,2.7748824993078425
125,1,-6.718023066408085,1.1255494417381278,0.4204459064052924,119,p,1:p,-1.7415131122165972
126,1,-4.049386178681408,1.3537508424733276,0.39943306456683075,122,p,1:p,0.9271237755100801
127,1,-3.7031559948906914,1.1655081386931638,0.43779626864470544,113,p,1:p,1.2733539593007963
128,1,-4.501216292715041,1.7450588897999926,0.48791918321360206,113,p,1:p,0.4752936614764467
129,1,-4.888869909682752,0.9917927506800956,-0.10557943785357597,115,p,1:p,0.08764004450873575
130,1,-4.20394713953275,2.4593473705231665,-0.13867772741474102,117,p,1:p,0.7725628146587376
131,1,-2.9389838660547,1.631113556486306,-0.012101822362640338,122,p,1:p,2.037526088136788
132,1,-3.5395026296196055,1.1009505670818176,0.35775824272700435,111,p,1:p,1.4370073245718822
133,1,-2.01609094168325,1.2723134392463133,0.1397848307767756,127,p,1:p,2.9604190125082375
134,1,-6.116114967487991,2.402880974219876,0.6009927033446973,124,p,1:p,-1.139605013296503
135,1,-3.8127458433312262,0.7211392354004477,0.1914027570300218,126,p,1:p,1.1637641108602614
136,1,-5.957630498066076,1.0086275747286217,0.2808861566232228,122,p,1:p,-0.9811205438745887
137,1,-5.845252533398878,1.3210239740610146,0.6029482889617419,124,p,1:p,-0.8687425792073906
138,1,-10.984925801427956,0.8695211827575792,NA,101,p,1:p,-6.008415847236468
139,1,-0.20230043686879548,0.9320056139316846,0.384428604854617,126,p,1:p,4.774209517322692
140,1,-4.269036562010619,0.9004557645592347,0.7256248750608484,119,p,1:p,0.7074733921808685
141,1,-4.188530060821621,1.7061760734386267,0.27231113687084035,122,p,1:p,0.787979893369867
142,1,-7.419736544896739,1.00018005077685,0.26762218983797376,122,p,1:p,-2.443226590705251
143,1,-5.589986527125167,0.865377810295874,1.7597706860398825,124,p,1:p,-0.6134765729336795
144,1,-4.960511365981385,1.2284560050614457,0.5730636116048727,122,p,1:p,0.015998588210102582
145,1,-5.209426024483921,1.0570682339635413,0.030433873210146203,122,p,1:p,-0.23291607029243355
146,1,-4.293211579552128,0.9403605377801328,0.6708263504251569,127,p,1:p,0.6832983746393593
147,1,-5.572918971555936,1.0727352312604486,1.8860640696383226,106,p,1:p,-0.5964090173644481
148,1,-4.960871226228651,0.7010130646122723,1.1578812596983001,126,p,1:p,0.015638727962836718
149,1,-3.4588580041171895,1.2658038117211117,0.1283440435267864,120,p,1:p,1.5176519500742982
150,1,-3.606984083658305,1.207489828977109,0.159908785816108,127,p,1:p,1.3695258705331828
151,1,-3.4794942441727255,1.626358026543424,1.52771015276423,122,p,1:p,1.4970157100187622
152,1,-7.022775427361513,2.5114394958367368,0.010621679004442594,122,p,1:p,-2.046265473170025
153,1,-2.8399774728935365,1.2750461157268433,0.8757882030288089,101,p,1:p,2.136532481297951
154,1,-5.092341410247664,1.1205170787518317,0.7815949488901707,117,p,1:p,-0.11583145605617595
155,1,-4.753597249465008,1.03996932613201,0.18887022635713865,122,p,1:p,0.22291270472647984
156,1,-3.017637285039045,1.4271168442855133,2.0576758471711574,119,p,1:p,1.9588726691524427
157,1,-4.154932130275484,1.155844824737306,0.43561744271463965,120,p,1:p,0.8215778239160034
159,1,-4.321191856757917,1.2982509990790707,0.9098830927108543,120,p,1:p,0.6553180974335708
160,1,-6.915675270776702,1.7358457148501947,0.9144863253244541,126,p,1:p,-1.939165316585214
161,1,-7.409325584319501,2.280571919240353,0.2619670178957659,111,p,1:p,-2.4328156301280135
162,1,-2.4932563346683,0.8982648546307618,0.9036265997208895,127,p,1:p,2.483253619523188
163,1,-7.83803874507219,1.3338691621447731,0.6892926424332546,117,p,1:p,-2.861528790880702
164,1,-6.793370801473527,1.875663208405583,0.39826653259394257,126,p,1:p,-1.8168608472820393
165,1,-5.175166094013895,3.412502272119388,0.042147340202224735,120,p,1:p,-0.1986561398224076
166,1,-3.2931313545359915,0.7419343824519568,3.288981930011742,124,p,1:p,1.6833785996554962
167,1,-6.676674577363873,1.5628305841312184,-0.007997059805770946,122,p,1:p,-1.7001646231723857
168,1,-3.4449145099090246,0.7717787247413819,1.0806063315356584,106,p,1:p,1.531595444282463
169,1,-3.6906623289587928,1.1544352247592344,0.029764061775037574,119,p,1:p,1.285847625232695
170,1,-3.1212664819741103,0.8682944869184673,-1.2611478881274363,111,p,1:p,1.8552434722173774
171,1,-2.9408245927935512,1.3225376866704743,2.155317987072433,119,p,1:p,2.0356853613979364
172,1,-5.2404328919719125,0.8926165299560794,-0.5323469885460856,108,p,1:p,-0.26392293778042486
173,1,-5.843532635499549,1.3746924530995772,0.1497411337404503,113,p,1:p,-0.867022681308061
174,1,-4.399245590480831,1.230510243734731,-0.0720810388466559,122,p,1:p,0.5772643637106567
175,1,-7.175967543003472,1.7026716060636378,-0.13704014039469395,122,p,1:p,-2.1994575888119847
176,1,-5.496544086443686,1.1583785228164407,0.39258133444975296,122,p,1:p,-0.5200341322521984
177,1,-2.4130367040892615,1.0178843957519563,0.7962579129716433,124,p,1:p,2.563473250102226
178,1,-4.47484078299176,0.7828519320729492,-0.5284373327326737,124,p,1:p,0.5016691711997279
179,1,-4.030074844450831,1.1491721213104313,0.3111543272658149,122,p,1:p,0.9464351097406567
180,1,-3.301087028427891,2.7708782292492464,-0.049361458027605776,124,p,1:p,1.6754229257635966
201,2,-5.785996610037824,2.489511157340296,-0.4473182927555904,122,p,2:p,-0.8094866558463361
202,2,-5.563764991046474,0.9927122522363901,0.36049590307129414,125,p,2:p,-0.5872550368549865
203,2,-3.3036524836598335,1.048852400171698,0.04176970186788835,125,p,2:p,1.6728574705316541
204,2,-4.967457624117941,1.516654255946164,0.26197338866207526,120,p,2:p,0.009052330073546777
205,2,-7.544858636958536,1.4645471122896048,NA,123,p,2:p,-2.5683486827670485
206,2,-4.593370674246227,1.444945928063569,0.6525060147418348,123,p,2:p,0.38313927994526065
207,2,-2.738724835900644,1.4784444596334718,1.347349450735228,123,p,2:p,2.2377851182908435
208,2,-3.3795201306470974,1.5486959668413978,1.5418420416268919,93,p,2:p,1.5969898235443902
209,2,-4.688946921275893,1.0529297984452162,0.017974554278215434,110,p,2:p,0.28756303291559426
210,2,-4.624016663154479,1.4064953433614147,0.2448181530435159,123,p,2:p,0.35249329103700866
211,2,-5.048402394637698,1.590187858993776,-0.8459605140733024,125,p,2:p,-0.07189244044621024
212,2,-5.076111050552891,1.5026214116079604,0.21016257333637106,125,p,2:p,-0.09960109636140313
213,2,-2.760116610382334,1.5196746836047115,0.15120290687238883,113,p,2:p,2.2163933438091536
214,2,-4.450048617331455,1.7337502773485394,-0.12438705604503707,125,p,2:p,0.5264613368600326
215,2,-7.339714203090549,1.8981433429080503,0.4938920249908701,111,p,2:p,-2.363204248899061
216,2,-5.72267792305145,1.4374174234203922,-0.05265312295009228,125,p,2:p,-0.7461679688599627
217,2,-4.7061507533870985,1.2228580087599024,0.6355426571518068,120,p,2:p,0.27035920080438913
218,2,-4.7143156419349,1.2551477763606613,0.5272192389758925,123,p,2:p,0.26219431225658774
219,2,-7.264931806572751,2.0110969049061156,2.021739347315481,113,p,2:p,-2.288421852381263
221,2,-6.414635176359928,1.6207952558006322,-0.20022874794559578,123,p,2:p,-1.4381252221684404
222,2,-5.847509416240973,0.8717481173038615,0.44146227004689337,120,p,2:p,-0.8709994620494852
223,2,-4.47933957357132,0.920642565017507,0.6284467561449513,118,p,2:p,0.49717038062016794
224,2,-0.7300546685322996,2.00429031459309,-9.708347334103845e-4,125,p,2:p,4.246455285659188
225,2,-3.66680771022978,1.223141492969013,0.5024341439100682,114,p,2:p,1.3097022439617079
226,2,-10.941374500149506,0.9718424049456248,NA,123,p,2:p,-5.964864545958018
227,2,-4.907542506158481,1.7388503693370643,0.471341911608167,118,p,2:p,0.06896744803300692
228,2,-3.0599132390484516,1.161029883823266,0.04565629315235882,123,p,2:p,1.916596715143036
229,2,-3.4070218645277954,1.3394477849460174,0.2149747346600178,114,p,2:p,1.5694880896636922
230,2,-5.172157374163177,1.5984114219996501,0.2450664531371002,125,p,2:p,-0.19564741997168955
231,2,-6.7997291851440185,1.5001222544846704,-0.2858733748121415,123,p,2:p,-1.8232192309525308
232,2,-5.877703797959428,0.6901535137934381,-0.009822834326671182,123,p,2:p,-0.9011938437679401
233,2,-4.135619360511353,0.9389101446251683,0.4412093449827805,112,p,2:p,0.8408905936801343
234,2,-5.457942995040465,0.58133786960164,-0.0749358061830991,116,p,2:p,-0.48143304084897753
235,2,-4.6626488448376655,1.571583533903057,0.37782785397073243,120,p,2:p,0.31386110935382217
236,2,-6.7530867131824515,1.81701127559194,1.3326074146058742,120,p,2:p,-1.7765767589909638
237,2,-2.9792578478214375,1.9642699374062484,0.0423852685460712,101,p,2:p,1.9972521063700501
238,2,-4.706038777819863,1.8155724090142902,0.03964873235441373,118,p,2:p,0.27047117637162454
239,2,-1.8237965747687197,1.7392241333973741,0.36988211650871083,108,p,2:p,3.152713379422768
240,2,-7.9352890169942505,1.2016992211798152,-0.1693237878343172,123,p,2:p,-2.958779062802763
241,2,-7.805247318221128,1.053564920968651,-0.02684169871372236,123,p,2:p,-2.8287373640296405
242,2,-1.9767213291410142,1.5177864320100969,0.7622322844730417,123,p,2:p,2.9997886250504733
243,2,-7.99791415018782,1.0872735399748317,NA,123,p,2:p,-3.0214041959963325
244,2,-4.4934334965736475,1.1493453159256317,-0.04948413830638135,115,p,2:p,0.4830764576178401
245,2,-4.793883054880724,1.0173273113477004,0.0751890609367632,119,p,2:p,0.1826268993107636
246,2,-6.1617450060037795,1.6953494941672689,-0.12781585464021528,125,p,2:p,-1.1852350518122918
247,2,-4.0324433742288,2.116768671544079,0.3163994746251856,117,p,2:p,0.944066579962688
248,2,-9.07490472512462,0.8443577004585272,NA,125,p,2:p,-4.098394770933132
249,2,-10.233691391537635,2.5898040467600354,NA,119,p,2:p,-5.257181437346147
250,2,-3.994754213783913,2.261482265078623,-0.15044979761487323,112,p,2:p,0.9817557404075745
251,2,-4.7925047619816885,0.832649859550862,0.6744032819653433,116,p,2:p,0.18400519220979916
252,2,-3.2529486839054518,1.4067563896425788,0.34822622341745935,125,p,2:p,1.723561270286036
253,2,-4.986164833325497,1.4296398904627032,0.00896239156156302,116,p,2:p,-0.00965487913400942
254,2,-3.800897208207226,1.553156587359013,0.3332890226350151,125,p,2:p,1.1756127459842616
255,2,-3.7972365206094656,1.183902377859649,0.10353705273870625,118,p,2:p,1.179273433582022
256,2,-7.064409134785479,2.322103358364193,NA,113,p,2:p,-2.0878991805939915
257,2,-2.8905463153980713,1.3855212763269953,1.5765492367567948,125,p,2:p,2.0859636387934164
258,2,-11.104819958956552,0.9476319336483928,NA,120,p,2:p,-6.128310004765065
259,2,-6.2941235375869296,0.9533900458164791,1.83127031037268,120,p,2:p,-1.3176135833954419
260,2,-5.246335276461613,3.9272669464246803,0.6672963916495732,120,p,2:p,-0.26982532227012523
262,2,-4.091335716275253,1.3012920048210057,1.175727378342294,125,p,2:p,0.8851742379162344
263,2,-4.378827646991879,2.125751641432437,-0.5098020171319922,125,p,2:p,0.5976823071996087
264,2,-4.000906235194607,1.3251364935150778,2.5860856420173888,125,p,2:p,0.9756037189968803
265,2,-1.9739786303115574,1.3551181050093841,0.5575130706189534,123,p,2:p,3.0025313238799303
266,2,-11.207102562175614,0.9750253330968024,NA,122,p,2:p,-6.230592607984126
267,2,-4.571046517530423,1.5080280945898676,0.2952702925885728,117,p,2:p,0.40546343666106477
268,2,-4.374291651024332,1.5878062300809601,0.7259921747795794,125,p,2:p,0.602218303167156
269,2,-5.543688944527395,1.3725007898643684,2.1193352342888496,116,p,2:p,-0.5671789903359077
270,2,-5.136640712159575,2.0924737984386583,0.4967438424240181,119,p,2:p,-0.16013075796808707
271,2,-3.1228194293020484,1.415549495287221,0.59859202784655,107,p,2:p,1.8536905248894393
272,2,-9.694218357247058,2.544326633310058,NA,123,p,2:p,-4.71770840305557
274,2,-5.172560124571738,1.0921215921238487,-0.5049022805760998,128,p,2:p,-0.19605017038024997
275,2,-9.273834227396394,1.3121416856009918,NA,118,p,2:p,-4.297324273204906
276,2,-3.3100755651083666,1.4890140128354732,0.48127044382431416,122,p,2:p,1.666434389083121
277,2,-3.674151790310384,0.6560002651789197,0.5357506963484756,123,p,2:p,1.3023581638811037
278,2,-4.8137155558346665,0.9264440264323375,0.048003732950382565,112,p,2:p,0.1627943983568212
279,2,-2.747428328927503,1.124240082587419,0.5992715803407714,112,p,2:p,2.2290816252639845
280,2,-3.6197753619093245,0.7633910701881328,0.4897543576814851,125,p,2:p,1.3567345922821632
299,2,-3.731560859562233,2.1695102337569603,-0.006254380399148612,120,p,2:p,1.2449490946292547
